Bank	Address	Name	CallingConvention	RegisterInputs	RegisterOutputs	DirectMemoryWrites	Calls
18	A8B6	MonsterBattleFont_Entry_A8B6	Direct call from $18:$A873; Direct call from $18:$A893	A	A,P	$29,$2A	
18	A8C8	MonsterBattleFont_Entry_A8C8	Direct call from $18:$A87C; Direct call from $18:$A89A	A,X,Y	A,P	$29,$2A	
18	A8D4	MonsterBattleFont_Entry_A8D4	Direct call from $18:$A824	A	A,P	$07B5,$07B6	$A906,$AD90
18	A906	MonsterBattleFont_Entry_A906	Direct call from $18:$A8D4	A,X,Y	A,P,X,Y	$30	
18	A98A	MonsterBattleFont_Entry_A98A	Direct call from $18:$A82E	A,X,Y	A,P,X,Y	$02	
18	AA06	MonsterBattleFont_Entry_AA06	Direct call from $18:$A834		P		$AA0D,$AA52
18	AA0D	MonsterBattleFont_Entry_AA0D	Direct call from $18:$AA06	A	A,P		
18	AA52	MonsterBattleFont_Entry_AA52	Direct call from $18:$AA09	A	A,P	$6E83,$6E84,$6E85	$AAE0,$AB42
18	AAB9	MonsterBattleFont_Entry_AAB9	Direct call from $18:$AA3A; Direct call from $18:$AAB0; Direct call from $18:$AB7E; Direct call from $18:$AC1A	A	A,P	$36,$37,$38	
18	AACC	MonsterBattleFont_Entry_AACC	Direct call from $18:$AAB3; Direct call from $18:$AB81		P		
18	AAE0	MonsterBattleFont_Entry_AAE0	Direct call from $18:$AA7F; Pointer $18:$8032 (35-entry mixed bank directory; known data targets are excluded)	A,X,Y	A,P,X,Y	$00,$01,$02	
18	AB42	MonsterBattleFont_Entry_AB42	Direct call from $18:$AA91	A	A,P	$FD,$FE,$FF	
18	AB8D	MonsterBattleFont_Entry_AB8D	Direct call from $18:$A831		P		
18	ABB8	MonsterBattleFont_Entry_ABB8	Direct call from $18:$A85E		A,P,Y		
18	ABD8	MonsterBattleFont_Entry_ABD8	Direct call from $18:$ABBF	A,X	P,X		
18	ABE6	MonsterBattleFont_Entry_ABE6	Direct call from $18:$AA45; Direct call from $18:$AA62; Direct call from $18:$AA9A		P		
18	ABEB	MonsterBattleFont_Entry_ABEB	Direct call from $18:$A829		A,P		$AC1F
18	AC1F	MonsterBattleFont_Entry_AC1F	Direct call from $18:$ABF0		A,P		
18	AC32	MonsterBattleFont_Entry_AC32	Direct call from $18:$AC0D	A	A,P	$6E82,$6E83	$AC44,$ACBF
18	AC44	MonsterBattleFont_Entry_AC44	Direct call from $18:$AC38		P		$AC53,$AC72,$ACD9,$AD49
18	AC53	MonsterBattleFont_Entry_AC53	Direct call from $18:$AC4D	A	A,P	$6E83	$AAB9
18	AC72	MonsterBattleFont_Entry_AC72	Direct call from $18:$AC4A	A	A,P	$34,$62AD,$62AE,$62AF,$6E82	$ACBF
18	ACBF	MonsterBattleFont_Entry_ACBF	Direct call from $18:$AC35; Direct call from $18:$AC99	A	A,P	$62AD,$62AE,$62AF	
18	ACD9	MonsterBattleFont_Entry_ACD9	Direct call from $18:$AC07; Direct call from $18:$AC44		P		$ACE3,$AD1C,$C62D
18	ACE3	MonsterBattleFont_Entry_ACE3	Direct call from $18:$AAD0; Direct call from $18:$ACD9	A,X	A,P,X	$72+X	
18	AD1C	MonsterBattleFont_Entry_AD1C	Direct call from $18:$ACDC	A	A,P	$72,$73,$74	
18	AD49	MonsterBattleFont_Entry_AD49	Direct call from $18:$AC47	A,Y	A,P,Y	$14,$33,$34	$C8EC
18	AD6A	MonsterBattleFont_Entry_AD6A	Direct call from $18:$A81E	A	A,P,X	$29,$30,$6E49,$6E4A,$6E4B,$6E4C,$6E82,$6E83,$6E84,$6E85	
18	AD90	MonsterBattleFont_Entry_AD90	Direct call from $18:$A8D7	A	A,P	$6E49,$6E4A,$6E4B,$6E4C	
18	AE4F	MonsterBattleFont_Entry_AE4F	Pointer $18:$8016 (35-entry mixed bank directory; known data targets are excluded)	A	A,P	$0506,$1F	$AEA7,$B1A5,$B226,$C543,$FF74
18	AEA7	MonsterBattleFont_Entry_AEA7	Direct call from $18:$AE64	A,Y	A,P,Y	$00,$01,$02,$03,$04,$DA,$DB,$DC,$DD,$DE,$DF,$E0,$E1	$AFB9,$AFC9,$AFD8,$B120,$C62D
18	AFB9	MonsterBattleFont_Entry_AFB9	Direct call from $18:$AF47; Direct call from $18:$AF6D	A,Y	A,P	$02,$04	
18	AFC9	MonsterBattleFont_Entry_AFC9	Direct call from $18:$AEFC; Direct call from $18:$AF06; Direct call from $18:$AF51; Direct call from $18:$AF70	A	A,P,X		
18	AFD8	MonsterBattleFont_Entry_AFD8	Direct call from $18:$AEEC; Direct call from $18:$AF44; Direct call from $18:$AF6A; Direct call from $18:$AFA7	A,X	A,P,X	$03,$0300+X,$0301+X,$0302+X,$0303+X,$04,$05,$050A,$050B,$06,$07,$08,$09	$B0FA
18	B0FA	MonsterBattleFont_Entry_B0FA	Direct call from $18:$B0B5	A,X	A,P,X	$03,$0300+X,$0301+X,$0302+X,$0303+X,$050A,$050B	
18	B120	MonsterBattleFont_Entry_B120	Direct call from $18:$AEC9	A	A,P	$00,$01,$E7,$E8,$E9	$C662
18	B149	MonsterBattleFont_Entry_B149	Direct call from $18:$B1B8; Direct call from $18:$B1C2; Direct call from $18:$B1F2	A,Y	A,P,Y	$02,$03,$04	$C62D,$C65A
18	B1A5	MonsterBattleFont_Entry_B1A5	Direct call from $18:$AE6A	A,Y	A,P,X,Y	$00,$01,$DA,$DB	$B149,$C62D
18	B226	MonsterBattleFont_Entry_B226	Direct call from $18:$AE50; Pointer $18:$800A (35-entry mixed bank directory; known data targets are excluded)	A,X	A,P,X	$0506	$C90C
18	B620	MonsterBattleFont_Entry_B620	Pointer $18:$8040 (35-entry mixed bank directory; known data targets are excluded)	A,X	A,P	$ED+X	
18	B65A	MonsterBattleFont_Entry_B65A	Pointer $18:$8044 (35-entry mixed bank directory; known data targets are excluded)	X,Y	P	$18+X	
18	B798	Bank18_LoadFontTiles	Pointer $18:$8010 (35-entry mixed bank directory; known data targets are excluded)	A,X,Y	A,P,X,Y	$00,$16,$17,$2006,$2007	$B7D8,$C5AF,$C888
18	B79E	MonsterBattleFont_Entry_B79E	Pointer $18:$8018 (35-entry mixed bank directory; known data targets are excluded)	A,X,Y	A,P,X,Y	$00,$16,$17,$2006,$2007	$B7D8,$C5AF,$C888
18	B7D8	MonsterBattleFont_Entry_B7D8	Direct call from $18:$B7BB; Direct call from $18:$B7BE; Direct call from $18:$B7CE	A,X	A,P,X	$2007	
18	B7E7	MonsterBattleFont_Entry_B7E7	Pointer $18:$8012 (35-entry mixed bank directory; known data targets are excluded)	A,Y	A,P,X,Y	$0300,$0301,$0302,$050B,$16	$B81C,$C62D
18	B81C	MonsterBattleFont_Entry_B81C	Direct call from $18:$B7FC; Direct call from $18:$B7FF; Direct call from $18:$B802; Direct call from $18:$B805	A,X,Y	A,P,X,Y	$0303+X	
18	BE7D	MonsterBattleFont_Entry_BE7D	Pointer $18:$8036 (35-entry mixed bank directory; known data targets are excluded)		P	$E1C0	
18	BF55	MonsterBattleFont_Entry_BF55	Pointer $18:$803A (35-entry mixed bank directory; known data targets are excluded)	A,X,Y	A,P	$00,$6A,$E1+Y	
18	BF8C	MonsterBattleFont_Entry_BF8C	Pointer $18:$803E (35-entry mixed bank directory; known data targets are excluded)	A,X,Y	A,P	$00+X,$18+X,$83+X	
18	BF90	MonsterBattleFont_Entry_BF90	Pointer $18:$803C (35-entry mixed bank directory; known data targets are excluded)	A,X,Y	A,P	$83+X	
19	8014	Bank19_FixedServiceTrampolines	Direct ROM scan: JMP to fixed trampoline $C01C; Pointer $19:$8004 (Ten-entry mixed map and tileset service directory)		P		
19	8017	MapAssetAudio_Entry_8017	Direct ROM scan: JMP to fixed trampoline $C01F; Direct call from $19:$8030; Pointer $19:$8006 (Ten-entry mixed map and tileset service directory)		P		
19	801A	MapAssetAudio_Entry_801A	Direct ROM scan: JMP to fixed trampoline $C022; Pointer $19:$8008 (Ten-entry mixed map and tileset service directory)		P		
