Bank	Address	Name	CallingConvention	RegisterInputs	RegisterOutputs	DirectMemoryWrites	Calls
11	9611	BattleActionServices_Entry_9611	Direct call from $11:$895F		P		
11	96C3	BattleActionServices_Entry_96C3	Direct call from $11:$B70E		P		
11	96D1	BattleActionServices_Entry_96D1	Direct call from $11:$9657; Direct call from $11:$969F; Direct call from $11:$96B1	X	A,P,X	$00	
11	96DB	BattleActionServices_Entry_96DB	Direct call from $11:$9945; Direct call from $11:$9952; Direct call from $11:$995F; Direct call from $11:$B17C; Pointer $11:$A490 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)	A	A,P	$72E7	
11	970C	BattleActionServices_Entry_970C	Direct call from $11:$96EE		P		$939C
11	97E6	BattleActionServices_Entry_97E6	Direct call from $11:$9726; Direct call from $11:$9786		P		
11	9817	BattleActionServices_Entry_9817	Direct call from $11:$9736; Direct call from $11:$979E	A	A,P	$7361,$7362	
11	981E	BattleActionServices_Entry_981E	Direct call from $11:$A722	A	A,P,X	$7361,$7362	$9832,$983D,$C827
11	9832	BattleActionServices_Entry_9832	Direct call from $11:$9824	A	A,P	$00,$01	
11	983D	BattleActionServices_Entry_983D	Direct call from $11:$982E	A	A,P	$7361,$7362	
11	9848	BattleActionServices_Entry_9848	Direct call from $11:$A6A4; Direct call from $11:$A6E8; Direct call from $11:$A795; Direct call from $11:$A7D2		P		
11	9851	BattleActionServices_Entry_9851	Direct call from $11:$9775	A	A,P	$72E7	
11	985A	BattleActionServices_Entry_985A	Direct call from $11:$A6B2; Direct call from $11:$A711	A	A,P	$72E7	
11	9863	BattleActionServices_Entry_9863	Direct call from $11:$A7F0; Direct call from $11:$A855	A	A,P	$7361,$7362	
11	9878	BattleActionServices_Entry_9878	Direct call from $11:$97DA	A	A,P,X		$C891
11	98E2	BattleActionServices_Entry_98E2	Pointer $11:$A492 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		$9916
11	98FA	BattleActionServices_Entry_98FA	Pointer $11:$A494 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
11	9916	BattleActionServices_Entry_9916	Direct call from $11:$97CC; Direct call from $11:$98E2		A,P		
11	993A	BattleActionServices_Entry_993A	Direct call from $11:$9910	A,X,Y	A,P,Y	$7361,$7362	
11	9945	BattleActionServices_Entry_9945	Pointer $11:$A496 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)	A,X	A,P,X	$6F,$7C	$96DB,$996D
11	9952	BattleActionServices_Entry_9952	Pointer $11:$A498 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		A,P		$96DB,$996D
11	995F	BattleActionServices_Entry_995F	Pointer $11:$A49A (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)	A	A,P,X		$96DB,$996D,$9D4F
11	996D	BattleActionServices_Entry_996D	Direct call from $11:$994A; Direct call from $11:$9957; Direct call from $11:$9964; Direct call from $11:$A819; Direct call from $11:$A82B; Direct call from $11:$A83D	A	A,P	$00	
11	9980	BattleActionServices_Entry_9980	Direct call from $11:$947E	A,X	A,P		
11	99C0	BattleActionServices_Entry_99C0	Direct call from $11:$93BC; Direct call from $11:$94BA	A,X	A,P		
11	9A33	BattleActionServices_Entry_9A33	Direct call from $11:$998F; Direct call from $11:$99CB	A	A,P	$0E,$0F	
11	9A84	BattleActionServices_Entry_9A84	Direct call from $11:$94FE	A,X,Y	A,P,Y	$00+X,$01+X,$02+X,$6E11,$6E12,$6E13,$6E14,$6E15,$6E16	
11	9AE2	BattleActionServices_Entry_9AE2	Pointer $11:$A40A (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A40C (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A40E (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A410 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A412 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A414 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A416 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A418 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A41A (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A41C (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A41E (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A420 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A422 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A424 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A426 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A428 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A42A (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A42C (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A42E (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A4A4 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A4A6 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A4A8 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A4AA (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A4AC (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A4AE (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A4D8 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A4E4 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A4F2 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A50A (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A510 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A512 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A516 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A518 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A51C (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A526 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A534 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
11	9AEB	BattleActionServices_Entry_9AEB	Pointer $11:$A50C (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
11	9B0C	BattleActionServices_Entry_9B0C	Pointer $11:$A430 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A432 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A4A2 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
11	9B53	BattleActionServices_Entry_9B53	Pointer $11:$A436 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A542 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A5FC (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
11	9B86	BattleActionServices_Entry_9B86	Pointer $11:$A434 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
11	9C20	BattleActionServices_Entry_9C20	Pointer $11:$A4E6 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A5B2 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
11	9C2B	BattleActionServices_Entry_9C2B	Direct call from $11:$9B97; Direct call from $11:$9BE7	A,X	A,P,X	$72,$73,$7E,$7F	$C827
11	9C50	BattleActionServices_Entry_9C50	Pointer $11:$A60A (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A60C (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A60E (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
11	9C9B	BattleActionServices_Entry_9C9B	Direct call from $11:$9C7B; Direct call from $11:$9C90	A,X,Y	A,P,X,Y		$BF55
11	9CAD	BattleActionServices_Entry_9CAD	Pointer $11:$A544 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
11	9CBC	BattleActionServices_Entry_9CBC	Pointer $11:$A43C (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A4F8 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A51A (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A5FA (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)	A,X	A,P,X	$6F,$7C	
11	9CC3	BattleActionServices_Entry_9CC3	Direct call from $11:$A823; Pointer $11:$A438 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A43A (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A4B0 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A4F0 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A4FE (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A514 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A5E8 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A5EA (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)	A,X	A,P,X	$6F,$7C	
11	9CCA	BattleActionServices_Entry_9CCA	Pointer $11:$A43E (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A55A (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A5D4 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A604 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)	A,X	A,P,X	$6F,$7C	
11	9CD1	BattleActionServices_Entry_9CD1	Pointer $11:$A440 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A55E (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A5E4 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A5E6 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
11	9D03	BattleActionServices_Entry_9D03	Pointer $11:$A446 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A52C (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)	A,X	A,P,X	$6F,$7C	
11	9D0A	BattleActionServices_Entry_9D0A	Pointer $11:$A444 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A52E (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)	A,X	A,P,X	$6F,$7C	
11	9D11	BattleActionServices_Entry_9D11	Pointer $11:$A602 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
11	9D15	BattleActionServices_Entry_9D15	Pointer $11:$A454 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)	A,X	A,P,X	$6F,$7C	
11	9D1C	BattleActionServices_Entry_9D1C	Pointer $11:$A466 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A53A (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
11	9D2B	BattleActionServices_Entry_9D2B	Pointer $11:$A468 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)	A,X	A,P,X	$6F,$7C	
11	9D32	BattleActionServices_Entry_9D32	Pointer $11:$A45A (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A5C6 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
11	9D42	BattleActionServices_Entry_9D42	Pointer $11:$A452 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)	A	A,P	$72E7	
11	9D4F	BattleActionServices_Entry_9D4F	Direct call from $11:$9D39; Direct call from $11:$AFF8; Direct call from $11:$B3A0	A,X	P	$6F,$7C	
11	9D90	BattleActionServices_Entry_9D90	Pointer $11:$A456 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
11	9DB4	BattleActionServices_Entry_9DB4	Pointer $11:$A458 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
11	9E4C	BattleActionServices_Entry_9E4C	Direct call from $11:$9DD8; Pointer $11:$8022 (25-entry code dispatch table; first target is $8032)		P		
11	9E5C	BattleActionServices_Entry_9E5C	Direct call from $11:$9DF2	A	A,P,X	$7D	
11	9E91	BattleActionServices_Entry_9E91	Direct call from $11:$9E3F	A	A,P,X	$70	
11	9ECF	BattleActionServices_Entry_9ECF	Direct call from $11:$9EB2; Direct call from $11:$9EBD; Direct call from $11:$9EC8	X	P,X	$70	
11	9ED6	BattleActionServices_Entry_9ED6	Direct call from $11:$9E78; Direct call from $11:$9E81; Direct call from $11:$9E8A	X	P,X	$7D	
11	9EDD	BattleActionServices_Entry_9EDD	Direct call from $11:$A835; Pointer $11:$A442 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
11	9F14	BattleActionServices_Entry_9F14	Pointer $11:$A448 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
11	9F27	BattleActionServices_Entry_9F27	Pointer $11:$A44A (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A51E (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
11	9F64	BattleActionServices_Entry_9F64	Pointer $11:$A44C (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A58A (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A5D2 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
11	9F89	BattleActionServices_Entry_9F89	Direct call from $11:$9F70; Direct call from $11:$9F81		A,P		$C827
11	9F93	BattleActionServices_Entry_9F93	Pointer $11:$A44E (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
11	9FC6	BattleActionServices_Entry_9FC6	Pointer $11:$A450 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A5D6 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
11	9FED	BattleActionServices_Entry_9FED	Pointer $11:$A45C (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A45E (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A460 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A462 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A464 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A4EA (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A4F6 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A520 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A528 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A532 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A540 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A54A (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A5B6 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A5E0 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A5E2 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A606 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
11	A011	BattleActionServices_Entry_A011	Direct call from $11:$9F59; Direct call from $11:$9FBB; Direct call from $11:$9FE2	A,X	A,P,X	$6F,$70	$AC5C
11	A01F	BattleActionServices_Entry_A01F	Direct call from $11:$9F3C; Direct call from $11:$9FA3; Direct call from $11:$9FD0; Direct call from $11:$AEAF	A,X	A,P,X	$7C,$7D	$AC5C
11	A02D	BattleActionServices_Entry_A02D	Pointer $11:$A46A (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)	A	A,P	$71	$A0B7
11	A047	BattleActionServices_Entry_A047	Pointer $11:$A46C (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)	A	A,P	$71	$A0B7
11	A08E	BattleActionServices_Entry_A08E	Pointer $11:$A46E (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
11	A096	BattleActionServices_Entry_A096	Pointer $11:$A5DA (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
11	A0B7	BattleActionServices_Entry_A0B7	Direct call from $11:$A031; Direct call from $11:$A04B		P		
11	A0C6	BattleActionServices_Entry_A0C6	Direct call from $11:$A055		P		
11	A0DC	BattleActionServices_Entry_A0DC	Direct call from $11:$A06D	A,X	A,P	$C7	
11	A0EF	BattleActionServices_Entry_A0EF	Direct call from $11:$A070; Direct call from $11:$A083; Direct call from $11:$A14C		A,P		
11	A0FD	BattleActionServices_Entry_A0FD	Pointer $11:$A4C0 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		$A108,$A10E
11	A108	BattleActionServices_Entry_A108	Direct call from $11:$A0FD; Pointer $11:$A4BC (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		$A10E
11	A10E	BattleActionServices_Entry_A10E	Direct call from $11:$A102; Direct call from $11:$A108		P		$A0EF,$A11A
11	A114	BattleActionServices_Entry_A114	Pointer $11:$A4BE (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		$A11A
11	A11A	BattleActionServices_Entry_A11A	Direct call from $11:$A10E; Direct call from $11:$A114	X	A,P	$C7	$A1B4
11	A131	BattleActionServices_Entry_A131	Pointer $11:$A4D4 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		$A13C,$A147
11	A13C	BattleActionServices_Entry_A13C	Direct call from $11:$A131; Pointer $11:$A4C2 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A4C4 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A4C6 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A4C8 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A4CC (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A4D0 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		$A0EF,$A161
11	A147	BattleActionServices_Entry_A147	Direct call from $11:$A136		P		$A0EF,$A161
11	A155	BattleActionServices_Entry_A155	Pointer $11:$A4CA (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A4CE (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A4D2 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		$A161
11	A161	BattleActionServices_Entry_A161	Direct call from $11:$A13C; Direct call from $11:$A147; Direct call from $11:$A155		P		
11	A17C	BattleActionServices_Entry_A17C	Direct call from $11:$A1AE	A,X	A,P,X	$6E45+X,$7206+X,$7363,$7C	
11	A19A	BattleActionServices_Entry_A19A	Direct call from $11:$A1A9	A,X	A,P	$C4,$C7	$A1B4
11	A1A9	BattleActionServices_Entry_A1A9	Direct call from $11:$BDFC		P		$A0EF,$A17C,$A19A
11	A1B4	BattleActionServices_Entry_A1B4	Direct call from $11:$98AD; Direct call from $11:$A11A; Direct call from $11:$A168; Direct call from $11:$A19A; Pointer $11:$801E (25-entry code dispatch table; first target is $8032)		P,X		
11	A1D0	BattleActionServices_Entry_A1D0	Direct call from $11:$A290	A	A,P		
11	A228	BattleActionServices_Entry_A228	Pointer $11:$A4DC (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A4DE (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A4E0 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A4E2 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
11	A293	BattleActionServices_Entry_A293	Direct call from $11:$A28D	A	A,P	$06	
11	A2A2	BattleActionServices_Entry_A2A2	Pointer $11:$A4D6 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
11	A2D8	BattleActionServices_Entry_A2D8	Direct call from $11:$A2E4; Direct call from $11:$A3DF; Pointer $11:$8002 (25-entry code dispatch table; first target is $8032)	A,X	A,P,X	$6E0F	
11	A2E4	BattleActionServices_Entry_A2E4	Pointer $11:$800C (25-entry code dispatch table; first target is $8032)	A,X	A,P,X		$A2D8
11	A304	BattleActionServices_Entry_A304	Direct call from $11:$A3E4; Pointer $11:$8004 (25-entry code dispatch table; first target is $8032)	A,X	A,P,X	$6E0F	$A3B5
11	A311	BattleActionServices_Entry_A311	Pointer $11:$800E (25-entry code dispatch table; first target is $8032)	A,X	A,P,X	$6E0F,$7300+X	$A3C2
11	A31A	BattleActionServices_Entry_A31A	Pointer $11:$8016 (25-entry code dispatch table; first target is $8032)	A,X	A,P	$6E0F,$7300+X	$A3C2
11	A32E	BattleActionServices_Entry_A32E	Direct call from $11:$A3EB; Pointer $11:$8006 (25-entry code dispatch table; first target is $8032)	A,X	A,P,X	$6E0F	$A3B5
11	A339	BattleActionServices_Entry_A339	Pointer $11:$8014 (25-entry code dispatch table; first target is $8032)	A,X	A,P,X	$6E0F,$7324+X	$A3B5
11	A34A	BattleActionServices_Entry_A34A	Pointer $11:$8008 (25-entry code dispatch table; first target is $8032)	A,X	A,P,X	$6E0F	
11	A354	BattleActionServices_Entry_A354	Pointer $11:$800A (25-entry code dispatch table; first target is $8032)	A,X	A,P,X	$6E0F	$A3B5
11	A36B	BattleActionServices_Entry_A36B	Pointer $11:$8010 (25-entry code dispatch table; first target is $8032)	A,X	A,P	$6E0F,$72F4+X	
11	A37E	BattleActionServices_Entry_A37E	Pointer $11:$8018 (25-entry code dispatch table; first target is $8032)	A,X	A,P	$6E0F,$7300+X	$A3C2
11	A394	BattleActionServices_Entry_A394	Pointer $11:$8012 (25-entry code dispatch table; first target is $8032)	A,X	A,P,X	$6E0F	
11	A3B5	BattleActionServices_Entry_A3B5	Direct call from $11:$A306; Direct call from $11:$A330; Direct call from $11:$A33E; Direct call from $11:$A356	A	A,P,X	$00	$A3D4
11	A3C2	BattleActionServices_Entry_A3C2	Direct call from $11:$A31A; Direct call from $11:$A37E	A,X	A,P,X	$00	$A3D4
11	A3D4	BattleActionServices_Entry_A3D4	Direct call from $11:$A3B8; Direct call from $11:$A3C6	A	A,P	$00	
11	A3DF	BattleActionServices_Entry_A3DF	Pointer $11:$801C (25-entry code dispatch table; first target is $8032)	A	A,P	$00	$A2D8,$A304,$A32E
11	A3F7	BattleActionServices_Entry_A3F7	Direct call from $11:$88C2; Direct call from $11:$8986; Direct call from $11:$89A1; Direct call from $11:$89EB; Direct call from $11:$A762; Direct call from $11:$B4E0; Direct call from $11:$B7DD; Direct call from $11:$B98C; Direct call from $11:$BBD8; Pointer $11:$8020 (25-entry code dispatch table; first target is $8032)		A,P		
11	A63E	BattleActionServices_Entry_A63E	Direct call from $11:$972B; Direct call from $11:$978B		P		
11	A69F	BattleActionServices_Entry_A69F	Direct call from $11:$9778	A	P		$9848,$A86D
11	A6E3	BattleActionServices_Entry_A6E3	Direct call from $11:$9790	A	P		$9848,$A86D
11	A78B	BattleActionServices_Entry_A78B	Direct call from $11:$97D7		P		
11	A7AB	BattleActionServices_Entry_A7AB	Direct call from $11:$A7A1; Direct call from $11:$A85B	A	A,P	$70,$7D	
11	A7C4	BattleActionServices_Entry_A7C4	Direct call from $11:$97E2		A,P		
11	A86D	BattleActionServices_Entry_A86D	Direct call from $11:$A69F; Direct call from $11:$A6E3; Direct call from $11:$A790; Direct call from $11:$A7CF		P		
11	A873	BattleActionServices_Entry_A873	Direct call from $11:$8980; Direct call from $11:$89E5		P		
11	A8BC	BattleActionServices_Entry_A8BC	Direct call from $11:$8983; Direct call from $11:$89E8		P		
11	A8D5	BattleActionServices_Entry_A8D5	Direct call from $11:$90EE		P		
11	A8EC	BattleActionServices_Entry_A8EC	Direct call from $11:$8074	A,X	A,P,X		$A914,$A950,$A97A,$A9F0
11	A914	BattleActionServices_Entry_A914	Direct call from $11:$A90B	A,X,Y	A,P,X,Y	$00,$01,$02,$7348+X,$7348+Y	
11	A950	BattleActionServices_Entry_A950	Direct call from $11:$A90E	A,X	A,P,X	$00,$72F4+X	
11	A97A	BattleActionServices_Entry_A97A	Direct call from $11:$A8FA	A,X	A,P,X	$00	
11	A9F0	BattleActionServices_Entry_A9F0	Direct call from $11:$A8FD	A,X	A,P,X	$00,$6F,$70,$7C,$7D	
11	AA4C	BattleActionServices_Entry_AA4C	Direct call from $11:$807D		P	$6E81	$AA62,$AA8C,$AA95,$AAB1,$AAE0,$AAEE
11	AA62	BattleActionServices_Entry_AA62	Direct call from $11:$AA4F	A,Y	A,P,X,Y		
11	AA8C	BattleActionServices_Entry_AA8C	Direct call from $11:$AA52	A	A,P	$6E44	
11	AA95	BattleActionServices_Entry_AA95	Direct call from $11:$AA55	A	A,P	$72E5	
11	AAB1	BattleActionServices_Entry_AAB1	Direct call from $11:$AA58	A	A,P,Y	$72E6	
11	AAE0	BattleActionServices_Entry_AAE0	Direct call from $11:$AA5E	A	A,P		
11	AAEE	BattleActionServices_Entry_AAEE	Direct call from $11:$AA5B	A,X	A,P,X	$7D	
11	AB2A	BattleActionServices_Entry_AB2A	Direct call from $11:$808E	A,X,Y	A,P,X,Y	$7215+X,$7216+X	
11	AB49	BattleActionServices_Entry_AB49	Direct call from $11:$84EC; Direct call from $11:$ABBC	A,Y	A,P	$00,$01	
11	ABB5	BattleActionServices_Entry_ABB5	Direct call from $11:$88FA; Direct call from $11:$B891		P		
11	AC3A	BattleActionServices_Entry_AC3A	Direct call from $11:$890F		P		
